r[m],sigma_0.05,sigma_0.1,sigma_0.15,sigma_0.2,sigma_0.25
0.23099999999999976,0.4455463333333332,0.7855463333333331,1.0855463333333333,1.3455463333333335,1.5655463333333335
0.22999999999999976,0.4456999999999999,0.7856999999999998,1.0856999999999999,1.3457000000000001,1.5657
0.22899999999999976,0.4458529999999999,0.7858529999999998,1.085853,1.345853,1.5658530000000002
0.22799999999999976,0.44600533333333325,0.7860053333333332,1.0860053333333333,1.3460053333333335,1.5660053333333332
0.22699999999999976,0.4461569999999999,0.7861569999999998,1.086157,1.3461569999999998,1.566157
0.22599999999999976,0.4463079999999999,0.7863079999999998,1.086308,1.346308,1.566308
0.22499999999999976,0.44645833333333323,0.786458333333333,1.0864583333333333,1.3464583333333335,1.5664583333333333
0.22399999999999975,0.4466079999999999,0.7866079999999998,1.086608,1.346608,1.566608
0.22299999999999975,0.4467569999999999,0.7867569999999998,1.086757,1.346757,1.566757
0.22199999999999975,0.44690533333333327,0.7869053333333331,1.0869053333333334,1.3469053333333332,1.5669053333333334
0.22099999999999975,0.44705299999999987,0.7870529999999998,1.087053,1.347053,1.567053
0.21999999999999975,0.4471999999999999,0.7871999999999998,1.0872,1.3472000000000002,1.5672
0.21899999999999975,0.44734633333333323,0.7873463333333331,1.0873463333333333,1.3473463333333333,1.5673463333333333
0.21799999999999975,0.4474919999999999,0.7874919999999999,1.0874920000000001,1.347492,1.567492
0.21699999999999975,0.4476369999999999,0.7876369999999998,1.0876370000000002,1.347637,1.5676370000000002
0.21599999999999975,0.44778133333333325,0.7877813333333331,1.0877813333333333,1.3477813333333335,1.5677813333333332
0.21499999999999975,0.4479249999999999,0.7879249999999998,1.087925,1.347925,1.567925
0.21399999999999975,0.4480679999999999,0.7880679999999998,1.088068,1.348068,1.568068
0.21299999999999975,0.4482103333333332,0.7882103333333331,1.0882103333333333,1.3482103333333335,1.5682103333333333
0.21199999999999974,0.4483519999999999,0.7883519999999998,1.088352,1.348352,1.5683520000000002
0.21099999999999974,0.4484929999999999,0.7884929999999998,1.088493,1.3484930000000002,1.5684930000000001
0.20999999999999974,0.4486333333333333,0.7886333333333332,1.0886333333333333,1.3486333333333334,1.5686333333333335
0.20899999999999974,0.4487729999999999,0.7887729999999997,1.088773,1.3487730000000002,1.568773
0.20799999999999974,0.4489119999999999,0.7889119999999998,1.088912,1.3489119999999999,1.568912
0.20699999999999974,0.4490503333333333,0.7890503333333332,1.0890503333333332,1.3490503333333335,1.5690503333333334
0.20599999999999974,0.4491879999999999,0.7891879999999998,1.089188,1.3491879999999998,1.569188
0.20499999999999974,0.4493249999999999,0.7893249999999998,1.0893249999999999,1.349325,1.569325
0.20399999999999974,0.4494613333333332,0.7894613333333331,1.0894613333333334,1.3494613333333334,1.5694613333333334
0.20299999999999974,0.4495969999999999,0.7895969999999999,1.0895970000000001,1.349597,1.569597
0.20199999999999974,0.4497319999999999,0.7897319999999998,1.0897320000000001,1.349732,1.569732
0.20099999999999973,0.44986633333333326,0.7898663333333331,1.0898663333333334,1.3498663333333334,1.5698663333333334
0.19999999999999973,0.44999999999999996,0.7899999999999998,1.09,1.35,1.57
0.19899999999999973,0.45013299999999995,0.7901329999999998,1.0901329999999998,1.350133,1.570133
0.19799999999999973,0.45026533333333324,0.790265333333333,1.0902653333333334,1.3502653333333334,1.5702653333333332
0.19699999999999973,0.4503969999999999,0.7903969999999998,1.090397,1.350397,1.570397
0.19599999999999973,0.4505279999999999,0.7905279999999998,1.090528,1.3505280000000002,1.570528
0.19499999999999973,0.45065833333333327,0.7906583333333331,1.0906583333333333,1.3506583333333333,1.5706583333333335
0.19399999999999973,0.4507879999999999,0.7907879999999998,1.090788,1.350788,1.570788
0.19299999999999973,0.4509169999999999,0.7909169999999999,1.0909170000000001,1.350917,1.5709170000000001
0.19199999999999973,0.45104533333333324,0.7910453333333332,1.0910453333333334,1.3510453333333332,1.5710453333333334
0.19099999999999973,0.4511729999999999,0.7911729999999999,1.0911730000000002,1.351173,1.571173
0.18999999999999972,0.4512999999999999,0.7912999999999998,1.0913000000000002,1.3513,1.5713000000000001
0.18899999999999972,0.45142633333333326,0.7914263333333332,1.0914263333333334,1.3514263333333334,1.5714263333333331
0.18799999999999972,0.4515519999999999,0.7915519999999998,1.091552,1.3515519999999999,1.571552
0.18699999999999972,0.45167699999999994,0.7916769999999999,1.091677,1.351677,1.571677
0.18599999999999972,0.4518013333333332,0.7918013333333331,1.0918013333333334,1.3518013333333334,1.5718013333333334
0.18499999999999972,0.4519249999999999,0.7919249999999998,1.091925,1.351925,1.571925
0.18399999999999972,0.4520479999999999,0.7920479999999998,1.092048,1.352048,1.572048
0.18299999999999972,0.45217033333333323,0.7921703333333331,1.0921703333333332,1.3521703333333335,1.5721703333333332
0.18199999999999972,0.4522919999999999,0.7922919999999998,1.092292,1.3522919999999998,1.572292
0.18099999999999972,0.4524129999999999,0.7924129999999998,1.092413,1.3524129999999999,1.572413
0.17999999999999972,0.45253333333333323,0.7925333333333331,1.0925333333333334,1.3525333333333334,1.5725333333333333
0.17899999999999971,0.4526529999999999,0.7926529999999998,1.0926529999999999,1.352653,1.572653
0.17799999999999971,0.4527719999999999,0.7927719999999998,1.092772,1.3527719999999999,1.572772
0.1769999999999997,0.4528903333333333,0.7928903333333331,1.0928903333333333,1.3528903333333335,1.5728903333333333
0.1759999999999997,0.4530079999999999,0.7930079999999998,1.093008,1.353008,1.5730080000000002
0.1749999999999997,0.45312499999999994,0.7931249999999999,1.0931250000000001,1.353125,1.573125
0.1739999999999997,0.4532413333333332,0.7932413333333331,1.0932413333333333,1.3532413333333333,1.5732413333333333
0.1729999999999997,0.4533569999999999,0.7933569999999999,1.0933570000000001,1.353357,1.5733570000000001
0.1719999999999997,0.4534719999999999,0.7934719999999998,1.093472,1.353472,1.573472
0.1709999999999997,0.45358633333333326,0.7935863333333332,1.0935863333333333,1.3535863333333333,1.5735863333333335
0.1699999999999997,0.4536999999999999,0.7936999999999997,1.0937,1.3537000000000001,1.5736999999999999
0.1689999999999997,0.45381299999999986,0.7938129999999999,1.0938130000000001,1.353813,1.5738130000000001
0.1679999999999997,0.45392533333333324,0.793925333333333,1.0939253333333334,1.3539253333333334,1.5739253333333332
0.1669999999999997,0.4540369999999999,0.7940369999999998,1.094037,1.354037,1.5740370000000001
0.1659999999999997,0.45414799999999994,0.7941479999999999,1.0941480000000001,1.354148,1.574148
0.1649999999999997,0.4542583333333332,0.7942583333333332,1.0942583333333333,1.3542583333333333,1.5742583333333333
0.1639999999999997,0.4543679999999999,0.7943679999999999,1.094368,1.354368,1.574368
0.1629999999999997,0.4544769999999999,0.7944769999999999,1.0944770000000001,1.354477,1.574477
0.1619999999999997,0.45458533333333323,0.794585333333333,1.0945853333333335,1.3545853333333333,1.5745853333333333
0.1609999999999997,0.4546929999999999,0.7946929999999999,1.094693,1.3546930000000001,1.5746930000000001
0.1599999999999997,0.4547999999999999,0.7947999999999998,1.0948,1.3548,1.5748
0.1589999999999997,0.4549063333333332,0.7949063333333332,1.0949063333333333,1.3549063333333333,1.5749063333333335
0.1579999999999997,0.4550119999999999,0.7950119999999998,1.095012,1.3550119999999999,1.575012
0.1569999999999997,0.4551169999999999,0.7951169999999997,1.095117,1.3551170000000001,1.5751169999999999
0.1559999999999997,0.45522133333333326,0.7952213333333331,1.0952213333333334,1.3552213333333334,1.5752213333333334
0.1549999999999997,0.4553249999999999,0.7953249999999998,1.0953249999999999,1.3553250000000001,1.575325
0.1539999999999997,0.4554279999999999,0.7954279999999998,1.0954279999999998,1.355428,1.575428
0.1529999999999997,0.4555303333333332,0.7955303333333331,1.0955303333333333,1.3555303333333335,1.5755303333333333
0.1519999999999997,0.4556319999999999,0.7956319999999998,1.095632,1.355632,1.575632
0.1509999999999997,0.4557329999999999,0.7957329999999998,1.095733,1.355733,1.575733
0.1499999999999997,0.45583333333333326,0.7958333333333331,1.0958333333333332,1.3558333333333334,1.5758333333333332
0.1489999999999997,0.4559329999999999,0.7959329999999998,1.095933,1.355933,1.575933
0.1479999999999997,0.4560319999999999,0.7960319999999999,1.0960320000000001,1.356032,1.576032
0.1469999999999997,0.45613033333333325,0.796130333333333,1.0961303333333334,1.3561303333333332,1.5761303333333332
0.14599999999999969,0.45622799999999986,0.7962279999999997,1.096228,1.3562280000000002,1.576228
0.14499999999999968,0.45632499999999987,0.7963249999999997,1.096325,1.356325,1.576325
0.14399999999999968,0.45642133333333323,0.7964213333333331,1.0964213333333332,1.3564213333333333,1.5764213333333332
0.14299999999999968,0.4565169999999999,0.7965169999999998,1.096517,1.356517,1.576517
0.14199999999999968,0.4566119999999999,0.7966119999999998,1.0966120000000001,1.356612,1.5766120000000001
0.14099999999999968,0.4567063333333332,0.7967063333333331,1.0967063333333333,1.3567063333333333,1.5767063333333333
0.13999999999999968,0.4567999999999999,0.7967999999999997,1.0968,1.3568,1.5768
0.13899999999999968,0.45689299999999994,0.7968929999999997,1.0968930000000001,1.356893,1.5768929999999999
0.13799999999999968,0.45698533333333324,0.7969853333333332,1.0969853333333333,1.3569853333333335,1.5769853333333332
0.13699999999999968,0.4570769999999999,0.7970769999999998,1.0970769999999999,1.357077,1.577077
0.13599999999999968,0.45716799999999996,0.7971679999999998,1.097168,1.3571680000000002,1.5771680000000001
0.13499999999999968,0.4572583333333332,0.7972583333333332,1.0972583333333332,1.3572583333333335,1.5772583333333334
0.13399999999999967,0.45734799999999987,0.7973479999999997,1.097348,1.357348,1.577348
0.13299999999999967,0.4574369999999999,0.7974369999999998,1.097437,1.357437,1.577437
0.13199999999999967,0.45752533333333323,0.7975253333333331,1.0975253333333335,1.3575253333333333,1.5775253333333334
0.13099999999999967,0.4576129999999999,0.7976129999999998,1.097613,1.357613,1.577613
0.12999999999999967,0.45769999999999994,0.7976999999999997,1.0977,1.3577000000000001,1.5777
0.12899999999999967,0.45778633333333324,0.7977863333333332,1.0977863333333333,1.3577863333333333,1.5777863333333333
0.12799999999999967,0.45787199999999995,0.7978719999999998,1.097872,1.357872,1.577872
0.12699999999999967,0.4579569999999999,0.7979569999999998,1.097957,1.3579569999999999,1.577957
0.12599999999999967,0.45804133333333324,0.7980413333333332,1.0980413333333334,1.3580413333333332,1.5780413333333332
0.12499999999999967,0.4581249999999999,0.7981249999999998,1.098125,1.358125,1.578125
0.12399999999999967,0.4582079999999999,0.7982079999999997,1.098208,1.358208,1.578208
0.12299999999999967,0.45829033333333324,0.7982903333333331,1.0982903333333334,1.3582903333333334,1.5782903333333334
0.12199999999999966,0.4583719999999999,0.7983719999999999,1.0983720000000001,1.358372,1.5783719999999999
0.12099999999999966,0.4584529999999999,0.7984529999999999,1.098453,1.3584530000000001,1.578453
0.11999999999999966,0.45853333333333324,0.7985333333333331,1.0985333333333334,1.3585333333333334,1.5785333333333333
0.11899999999999966,0.4586129999999999,0.7986129999999998,1.098613,1.3586129999999998,1.578613
0.11799999999999966,0.45869199999999993,0.7986919999999997,1.098692,1.358692,1.578692
0.11699999999999966,0.4587703333333332,0.7987703333333331,1.0987703333333334,1.3587703333333332,1.5787703333333334
0.11599999999999966,0.4588479999999999,0.7988479999999998,1.098848,1.3588479999999998,1.578848
0.11499999999999966,0.4589249999999999,0.7989249999999999,1.0989250000000002,1.358925,1.578925
0.11399999999999966,0.45900133333333326,0.7990013333333331,1.0990013333333333,1.3590013333333333,1.5790013333333335
0.11299999999999966,0.4590769999999999,0.7990769999999998,1.099077,1.3590769999999999,1.5790769999999998
0.11199999999999966,0.4591519999999999,0.7991519999999998,1.0991520000000001,1.359152,1.5791520000000001
0.11099999999999965,0.4592263333333333,0.7992263333333331,1.0992263333333334,1.3592263333333332,1.5792263333333334
0.10999999999999965,0.4592999999999999,0.7992999999999997,1.0993,1.3593000000000002,1.5793
0.10899999999999965,0.45937299999999986,0.7993729999999998,1.099373,1.3593730000000002,1.5793730000000001
0.10799999999999965,0.4594453333333332,0.7994453333333331,1.0994453333333332,1.3594453333333334,1.5794453333333334
0.10699999999999965,0.4595169999999999,0.7995169999999998,1.0995169999999999,1.359517,1.579517
0.10599999999999965,0.45958799999999994,0.7995879999999999,1.099588,1.359588,1.579588
0.10499999999999965,0.4596583333333333,0.7996583333333331,1.0996583333333334,1.3596583333333332,1.5796583333333334
0.10399999999999965,0.4597279999999999,0.7997279999999998,1.099728,1.359728,1.579728
0.10299999999999965,0.4597969999999999,0.7997969999999998,1.099797,1.3597970000000001,1.579797
0.10199999999999965,0.45986533333333324,0.7998653333333331,1.0998653333333335,1.3598653333333333,1.5798653333333335
0.10099999999999965,0.45993299999999987,0.7999329999999998,1.099933,1.3599329999999998,1.579933
0.09999999999999964,0.4599999999999999,0.7999999999999997,1.1,1.3599999999999999,1.5799999999999998
0.09899999999999964,0.4600663333333332,0.8000663333333331,1.1000663333333334,1.3600663333333334,1.5800663333333334
0.09799999999999964,0.4601319999999999,0.8001319999999997,1.1001319999999999,1.3601320000000001,1.5801319999999999
0.09699999999999964,0.4601969999999999,0.8001969999999997,1.100197,1.3601969999999999,1.5801969999999999
0.09599999999999964,0.46026133333333324,0.8002613333333332,1.1002613333333333,1.3602613333333333,1.5802613333333333
0.09499999999999964,0.46032499999999993,0.8003249999999997,1.1003249999999998,1.360325,1.580325
0.09399999999999964,0.4603879999999999,0.8003879999999998,1.100388,1.3603880000000002,1.580388
0.09299999999999964,0.46045033333333324,0.800450333333333,1.1004503333333335,1.3604503333333333,1.5804503333333333
0.09199999999999964,0.46051199999999987,0.8005119999999998,1.100512,1.360512,1.580512
0.09099999999999964,0.4605729999999999,0.8005729999999998,1.100573,1.360573,1.580573
0.08999999999999964,0.46063333333333323,0.8006333333333332,1.1006333333333334,1.3606333333333334,1.5806333333333336
0.08899999999999963,0.4606929999999999,0.8006929999999998,1.100693,1.3606930000000002,1.5806930000000001
0.08799999999999963,0.4607519999999999,0.8007519999999998,1.100752,1.3607520000000002,1.580752
0.08699999999999963,0.4608103333333332,0.8008103333333331,1.1008103333333332,1.3608103333333332,1.5808103333333332
0.08599999999999963,0.4608679999999999,0.8008679999999998,1.100868,1.360868,1.580868
0.08499999999999963,0.4609249999999999,0.8009249999999998,1.100925,1.360925,1.5809250000000001
0.08399999999999963,0.4609813333333332,0.8009813333333331,1.1009813333333334,1.3609813333333332,1.5809813333333333
0.08299999999999963,0.4610369999999999,0.8010369999999998,1.1010369999999998,1.361037,1.581037
0.08199999999999963,0.4610919999999999,0.8010919999999997,1.1010920000000002,1.361092,1.581092
0.08099999999999963,0.4611463333333332,0.8011463333333332,1.1011463333333333,1.3611463333333333,1.5811463333333333
0.07999999999999963,0.4611999999999999,0.8011999999999998,1.1012,1.3612,1.5812
0.07899999999999963,0.4612529999999999,0.8012529999999998,1.101253,1.361253,1.581253
0.07799999999999963,0.4613053333333332,0.8013053333333332,1.1013053333333334,1.3613053333333334,1.5813053333333333
0.07699999999999962,0.4613569999999999,0.8013569999999998,1.101357,1.361357,1.5813570000000001
0.07599999999999962,0.4614079999999999,0.8014079999999998,1.101408,1.3614080000000002,1.581408
0.07499999999999962,0.4614583333333332,0.801458333333333,1.1014583333333334,1.3614583333333332,1.5814583333333334
0.07399999999999962,0.46150799999999986,0.8015079999999998,1.101508,1.3615080000000002,1.581508
0.07299999999999962,0.4615569999999999,0.8015569999999997,1.101557,1.3615570000000001,1.581557
0.07199999999999962,0.4616053333333332,0.8016053333333331,1.1016053333333333,1.3616053333333333,1.5816053333333333
0.07099999999999962,0.4616529999999999,0.8016529999999998,1.101653,1.361653,1.581653
0.06999999999999962,0.4616999999999999,0.8016999999999999,1.1017000000000001,1.3617,1.5817
0.06899999999999962,0.4617463333333332,0.801746333333333,1.1017463333333335,1.3617463333333333,1.5817463333333333
0.06799999999999962,0.4617919999999999,0.8017919999999997,1.1017919999999999,1.3617920000000001,1.581792
0.06699999999999962,0.4618369999999999,0.8018369999999997,1.101837,1.3618370000000002,1.581837
0.06599999999999961,0.46188133333333325,0.8018813333333331,1.1018813333333335,1.3618813333333333,1.5818813333333333
0.06499999999999961,0.4619249999999999,0.8019249999999998,1.101925,1.361925,1.5819249999999998
0.06399999999999961,0.4619679999999999,0.8019679999999997,1.101968,1.361968,1.581968
0.06299999999999961,0.4620103333333332,0.8020103333333332,1.1020103333333333,1.3620103333333333,1.5820103333333333
0.06199999999999961,0.4620519999999999,0.8020519999999998,1.102052,1.3620519999999998,1.582052
0.06099999999999961,0.46209299999999986,0.8020929999999997,1.102093,1.3620930000000002,1.582093
0.05999999999999961,0.46213333333333323,0.802133333333333,1.1021333333333334,1.3621333333333332,1.5821333333333332
0.05899999999999961,0.4621729999999999,0.8021729999999998,1.102173,1.3621729999999999,1.582173
0.05799999999999961,0.4622119999999999,0.8022119999999997,1.1022120000000002,1.362212,1.582212
0.05699999999999961,0.46225033333333326,0.8022503333333332,1.1022503333333333,1.3622503333333333,1.5822503333333333
0.055999999999999606,0.4622879999999999,0.8022879999999998,1.1022880000000002,1.362288,1.582288
0.054999999999999605,0.4623249999999999,0.8023249999999997,1.102325,1.362325,1.582325
0.053999999999999604,0.46236133333333324,0.8023613333333331,1.1023613333333333,1.3623613333333333,1.5823613333333335
0.0529999999999996,0.4623969999999999,0.8023969999999998,1.102397,1.362397,1.582397
0.0519999999999996,0.4624319999999999,0.8024319999999998,1.102432,1.3624319999999999,1.582432
0.0509999999999996,0.46246633333333326,0.8024663333333332,1.1024663333333333,1.3624663333333333,1.5824663333333333
0.0499999999999996,0.46249999999999986,0.8024999999999998,1.1025,1.3625,1.5825
0.0489999999999996,0.46253299999999986,0.8025329999999998,1.102533,1.362533,1.5825330000000002
0.0479999999999996,0.4625653333333332,0.802565333333333,1.1025653333333334,1.3625653333333332,1.5825653333333332
0.0469999999999996,0.46259699999999987,0.8025969999999997,1.102597,1.362597,1.582597
0.0459999999999996,0.4626279999999999,0.8026279999999998,1.102628,1.362628,1.582628
0.044999999999999596,0.4626583333333332,0.8026583333333331,1.1026583333333333,1.3626583333333333,1.5826583333333335
0.043999999999999595,0.4626879999999999,0.8026879999999997,1.1026880000000001,1.362688,1.582688
0.042999999999999594,0.4627169999999999,0.8027169999999998,1.102717,1.362717,1.582717
0.04199999999999959,0.46274533333333323,0.8027453333333331,1.1027453333333335,1.3627453333333333,1.5827453333333332
0.04099999999999959,0.4627729999999999,0.8027729999999998,1.102773,1.362773,1.582773
0.03999999999999959,0.4627999999999999,0.8027999999999997,1.1028,1.3628,1.5828
0.03899999999999959,0.46282633333333323,0.8028263333333331,1.1028263333333332,1.3628263333333335,1.5828263333333334
0.03799999999999959,0.4628519999999999,0.8028519999999998,1.102852,1.362852,1.582852
0.03699999999999959,0.46287699999999987,0.8028769999999997,1.1028769999999999,1.3628770000000001,1.582877
0.03599999999999959,0.4629013333333332,0.8029013333333331,1.1029013333333333,1.3629013333333333,1.5829013333333333
0.03499999999999959,0.46292499999999986,0.8029249999999998,1.102925,1.362925,1.582925
0.033999999999999586,0.4629479999999999,0.8029479999999998,1.102948,1.362948,1.5829479999999998
0.032999999999999585,0.4629703333333332,0.8029703333333331,1.1029703333333332,1.3629703333333334,1.5829703333333334
0.031999999999999584,0.4629919999999999,0.8029919999999998,1.102992,1.362992,1.582992
0.030999999999999583,0.4630129999999999,0.8030129999999998,1.103013,1.363013,1.583013
0.029999999999999583,0.4630333333333332,0.8030333333333332,1.1030333333333333,1.3630333333333333,1.5830333333333333
0.02899999999999958,0.4630529999999999,0.8030529999999998,1.1030529999999998,1.363053,1.583053
0.02799999999999958,0.4630719999999999,0.8030719999999998,1.103072,1.3630719999999998,1.583072
0.02699999999999958,0.4630903333333332,0.8030903333333331,1.1030903333333333,1.3630903333333333,1.5830903333333335
0.02599999999999958,0.4631079999999999,0.8031079999999998,1.103108,1.363108,1.583108
0.024999999999999578,0.4631249999999999,0.8031249999999998,1.103125,1.363125,1.583125
0.023999999999999577,0.4631413333333332,0.803141333333333,1.1031413333333333,1.3631413333333335,1.5831413333333333
0.022999999999999576,0.4631569999999999,0.8031569999999997,1.103157,1.3631570000000002,1.583157
0.021999999999999575,0.4631719999999999,0.8031719999999998,1.103172,1.3631719999999998,1.583172
0.020999999999999575,0.4631863333333332,0.8031863333333331,1.1031863333333334,1.3631863333333332,1.5831863333333334
0.019999999999999574,0.4631999999999999,0.8031999999999998,1.1032,1.3632,1.5832000000000002
0.018999999999999573,0.4632129999999999,0.8032129999999997,1.103213,1.3632129999999998,1.583213
0.017999999999999572,0.4632253333333332,0.8032253333333331,1.1032253333333335,1.3632253333333333,1.5832253333333335
0.01699999999999957,0.46323699999999984,0.8032369999999998,1.103237,1.3632369999999998,1.583237
0.01599999999999957,0.4632479999999999,0.8032479999999997,1.103248,1.363248,1.583248
0.01499999999999957,0.4632583333333332,0.8032583333333331,1.1032583333333332,1.3632583333333335,1.5832583333333334
0.013999999999999568,0.46326799999999985,0.8032679999999998,1.103268,1.3632680000000001,1.5832680000000001
0.012999999999999567,0.4632769999999999,0.8032769999999998,1.1032769999999998,1.363277,1.583277
0.011999999999999567,0.4632853333333332,0.8032853333333331,1.1032853333333332,1.3632853333333335,1.5832853333333332
0.010999999999999566,0.4632929999999999,0.8032929999999998,1.103293,1.3632929999999999,1.583293
0.009999999999999565,0.4632999999999999,0.8032999999999998,1.1033,1.3633,1.5833000000000002
0.008999999999999564,0.4633063333333332,0.8033063333333331,1.1033063333333333,1.3633063333333333,1.5833063333333333
0.007999999999999563,0.4633119999999999,0.8033119999999998,1.1033119999999998,1.363312,1.583312
0.006999999999999563,0.46331699999999987,0.8033169999999997,1.103317,1.363317,1.583317
0.005999999999999563,0.4633213333333332,0.8033213333333331,1.1033213333333334,1.3633213333333332,1.5833213333333334
0.004999999999999563,0.46332499999999993,0.8033249999999997,1.103325,1.363325,1.5833249999999999
0.003999999999999563,0.4633279999999999,0.8033279999999997,1.103328,1.3633279999999999,1.5833279999999998
0.002999999999999563,0.46333033333333323,0.8033303333333331,1.1033303333333333,1.3633303333333333,1.5833303333333333
0.001999999999999563,0.46333199999999986,0.8033319999999997,1.103332,1.363332,1.583332
