r[m],sigma_0.05,sigma_0.1,sigma_0.15,sigma_0.2,sigma_0.25
0.5,-0.0,-0.0,-0.0,-0.0,-0.0
0.499,0.008324999999999999,0.008324999999999999,0.008324999999999999,0.008324999999999999,0.008324999999999999
0.498,0.016633333333333316,0.016633333333333316,0.016633333333333316,0.016633333333333316,0.016633333333333316
0.497,0.02492499999999995,0.02492499999999995,0.02492499999999995,0.02492499999999995,0.02492499999999995
0.496,0.03320000000000013,0.03320000000000013,0.03320000000000013,0.03320000000000013,0.03320000000000013
0.495,0.041458333333333396,0.041458333333333396,0.041458333333333396,0.041458333333333396,0.041458333333333396
0.494,0.04969999999999998,0.04969999999999998,0.04969999999999998,0.04969999999999998,0.04969999999999998
0.493,0.05792500000000011,0.05792500000000011,0.05792500000000011,0.05792500000000011,0.05792500000000011
0.492,0.06613333333333332,0.06613333333333332,0.06613333333333332,0.06613333333333332,0.06613333333333332
0.491,0.07432500000000009,0.07432500000000009,0.07432500000000009,0.07432500000000009,0.07432500000000009
0.49,0.08250000000000017,0.08250000000000017,0.08250000000000017,0.08250000000000017,0.08250000000000017
0.489,0.09065833333333334,0.09065833333333334,0.09065833333333334,0.09065833333333334,0.09065833333333334
0.488,0.09880000000000005,0.09880000000000005,0.09880000000000005,0.09880000000000005,0.09880000000000005
0.487,0.10692500000000009,0.10692500000000009,0.10692500000000009,0.10692500000000009,0.10692500000000009
0.486,0.11503333333333343,0.11503333333333343,0.11503333333333343,0.11503333333333343,0.11503333333333343
0.485,0.1231250000000001,0.1231250000000001,0.1231250000000001,0.1231250000000001,0.1231250000000001
0.484,0.13120000000000007,0.13120000000000007,0.13120000000000007,0.13120000000000007,0.13120000000000007
0.483,0.13925833333333337,0.13925833333333337,0.13925833333333337,0.13925833333333337,0.13925833333333337
0.482,0.1473000000000002,0.1473000000000002,0.1473000000000002,0.1473000000000002,0.1473000000000002
0.481,0.15532500000000016,0.15532500000000016,0.15532500000000016,0.15532500000000016,0.15532500000000016
0.48,0.16333333333333339,0.16333333333333339,0.16333333333333339,0.16333333333333339,0.16333333333333339
0.479,0.1713250000000002,0.1713250000000002,0.1713250000000002,0.1713250000000002,0.1713250000000002
0.478,0.17930000000000007,0.17930000000000007,0.17930000000000007,0.17930000000000007,0.17930000000000007
0.477,0.1872583333333335,0.1872583333333335,0.1872583333333335,0.1872583333333335,0.1872583333333335
0.476,0.19520000000000023,0.19520000000000023,0.19520000000000023,0.19520000000000023,0.19520000000000023
0.475,0.20312500000000008,0.20312500000000008,0.20312500000000008,0.20312500000000008,0.20312500000000008
0.474,0.21103333333333346,0.21103333333333346,0.21103333333333346,0.21103333333333346,0.21103333333333346
0.473,0.21892500000000015,0.21892500000000015,0.21892500000000015,0.21892500000000015,0.21892500000000015
0.472,0.22680000000000017,0.22680000000000017,0.22680000000000017,0.22680000000000017,0.22680000000000017
0.471,0.2346583333333335,0.2346583333333335,0.2346583333333335,0.2346583333333335,0.2346583333333335
0.47,0.24250000000000013,0.24250000000000013,0.24250000000000013,0.24250000000000013,0.24250000000000013
0.469,0.25032500000000035,0.25032500000000035,0.25032500000000035,0.25032500000000035,0.25032500000000035
0.46799999999999997,0.2581333333333336,0.2581333333333336,0.2581333333333336,0.2581333333333336,0.2581333333333336
0.46699999999999997,0.2659250000000002,0.2659250000000002,0.2659250000000002,0.2659250000000002,0.2659250000000002
0.46599999999999997,0.27370000000000033,0.27370000000000033,0.27370000000000033,0.27370000000000033,0.27370000000000033
0.46499999999999997,0.2814583333333336,0.2814583333333336,0.2814583333333336,0.2814583333333336,0.2814583333333336
0.46399999999999997,0.28920000000000035,0.28920000000000035,0.28920000000000035,0.28920000000000035,0.28920000000000035
0.46299999999999997,0.2969250000000002,0.2969250000000002,0.2969250000000002,0.2969250000000002,0.2969250000000002
0.46199999999999997,0.30463333333333364,0.30463333333333364,0.30463333333333364,0.30463333333333364,0.30463333333333364
0.46099999999999997,0.31232500000000035,0.31232500000000035,0.31232500000000035,0.31232500000000035,0.31232500000000035
0.45999999999999996,0.3200000000000004,0.3200000000000004,0.3200000000000004,0.3200000000000004,0.3200000000000004
0.45899999999999996,0.32765833333333355,0.32765833333333355,0.32765833333333355,0.32765833333333355,0.32765833333333355
0.45799999999999996,0.3353000000000002,0.3353000000000002,0.3353000000000002,0.3353000000000002,0.3353000000000002
0.45699999999999996,0.3429250000000004,0.3429250000000004,0.3429250000000004,0.3429250000000004,0.3429250000000004
0.45599999999999996,0.35053333333333375,0.35053333333333375,0.35053333333333375,0.35053333333333375,0.35053333333333375
0.45499999999999996,0.35812500000000036,0.35812500000000036,0.35812500000000036,0.35812500000000036,0.35812500000000036
0.45399999999999996,0.3657000000000003,0.3657000000000003,0.3657000000000003,0.3657000000000003,0.3657000000000003
0.45299999999999996,0.3732583333333336,0.3732583333333336,0.3732583333333336,0.3732583333333336,0.3732583333333336
0.45199999999999996,0.38080000000000036,0.38080000000000036,0.38080000000000036,0.38080000000000036,0.38080000000000036
0.45099999999999996,0.38832500000000025,0.38832500000000025,0.38832500000000025,0.38832500000000025,0.38832500000000025
0.44999999999999996,0.3958333333333332,0.3958333333333337,0.3958333333333337,0.3958333333333337,0.3958333333333337
0.44899999999999995,0.3958352062499999,0.4033250000000005,0.4033250000000005,0.4033250000000005,0.4033250000000005
0.44799999999999995,0.3958370749999999,0.41080000000000033,0.41080000000000033,0.41080000000000033,0.41080000000000033
0.44699999999999995,0.3958389395833332,0.41825833333333373,0.41825833333333373,0.41825833333333373,0.41825833333333373
0.44599999999999995,0.3958407999999999,0.4257000000000004,0.4257000000000004,0.4257000000000004,0.4257000000000004
0.44499999999999995,0.3958426562499999,0.4331250000000004,0.4331250000000004,0.4331250000000004,0.4331250000000004
0.44399999999999995,0.3958445083333332,0.4405333333333338,0.4405333333333338,0.4405333333333338,0.4405333333333338
0.44299999999999995,0.39584635624999986,0.44792500000000046,0.44792500000000046,0.44792500000000046,0.44792500000000046
0.44199999999999995,0.3958481999999999,0.4553000000000004,0.4553000000000004,0.4553000000000004,0.4553000000000004
0.44099999999999995,0.3958500395833332,0.4626583333333337,0.4626583333333337,0.4626583333333337,0.4626583333333337
0.43999999999999995,0.3958518749999999,0.4700000000000003,0.4700000000000003,0.4700000000000003,0.4700000000000003
0.43899999999999995,0.3958537062499999,0.47732500000000044,0.47732500000000044,0.47732500000000044,0.47732500000000044
0.43799999999999994,0.39585553333333323,0.4846333333333337,0.4846333333333337,0.4846333333333337,0.4846333333333337
0.43699999999999994,0.39585735624999985,0.4919250000000005,0.4919250000000005,0.4919250000000005,0.4919250000000005
0.43599999999999994,0.3958591749999999,0.49920000000000037,0.49920000000000037,0.49920000000000037,0.49920000000000037
0.43499999999999994,0.3958609895833332,0.5064583333333338,0.5064583333333338,0.5064583333333338,0.5064583333333338
0.43399999999999994,0.39586279999999985,0.5137000000000005,0.5137000000000005,0.5137000000000005,0.5137000000000005
0.43299999999999994,0.39586460624999986,0.5209250000000004,0.5209250000000004,0.5209250000000004,0.5209250000000004
0.43199999999999994,0.3958664083333332,0.5281333333333338,0.5281333333333338,0.5281333333333338,0.5281333333333338
0.43099999999999994,0.39586820624999985,0.5353250000000004,0.5353250000000004,0.5353250000000004,0.5353250000000004
0.42999999999999994,0.39586999999999983,0.5425000000000004,0.5425000000000004,0.5425000000000004,0.5425000000000004
0.42899999999999994,0.39587178958333324,0.5496583333333338,0.5496583333333338,0.5496583333333338,0.5496583333333338
0.42799999999999994,0.39587357499999987,0.5568000000000004,0.5568000000000004,0.5568000000000004,0.5568000000000004
0.42699999999999994,0.39587535624999987,0.5639250000000006,0.5639250000000006,0.5639250000000006,0.5639250000000006
0.42599999999999993,0.39587713333333324,0.5710333333333338,0.5710333333333338,0.5710333333333338,0.5710333333333338
0.42499999999999993,0.3958789062499999,0.5781250000000004,0.5781250000000004,0.5781250000000004,0.5781250000000004
0.42399999999999993,0.3958806749999999,0.5852000000000006,0.5852000000000006,0.5852000000000006,0.5852000000000006
0.42299999999999993,0.39588243958333325,0.5922583333333338,0.5922583333333338,0.5922583333333338,0.5922583333333338
0.42199999999999993,0.3958841999999999,0.5993000000000006,0.5993000000000006,0.5993000000000006,0.5993000000000006
0.42099999999999993,0.3958859562499999,0.6063250000000004,0.6063250000000004,0.6063250000000004,0.6063250000000004
0.41999999999999993,0.39588770833333325,0.6133333333333338,0.6133333333333338,0.6133333333333338,0.6133333333333338
0.41899999999999993,0.3958894562499999,0.6203250000000006,0.6203250000000006,0.6203250000000006,0.6203250000000006
0.4179999999999999,0.39589119999999983,0.6273000000000006,0.6273000000000006,0.6273000000000006,0.6273000000000006
0.4169999999999999,0.3958929395833332,0.6342583333333339,0.6342583333333339,0.6342583333333339,0.6342583333333339
0.4159999999999999,0.3958946749999999,0.6412000000000007,0.6412000000000007,0.6412000000000007,0.6412000000000007
0.4149999999999999,0.39589640624999983,0.6481250000000006,0.6481250000000006,0.6481250000000006,0.6481250000000006
0.4139999999999999,0.39589813333333324,0.6550333333333339,0.6550333333333339,0.6550333333333339,0.6550333333333339
0.4129999999999999,0.39589985624999985,0.6619250000000005,0.6619250000000005,0.6619250000000005,0.6619250000000005
0.4119999999999999,0.3959015749999999,0.6688000000000007,0.6688000000000007,0.6688000000000007,0.6688000000000007
0.4109999999999999,0.3959032895833332,0.6756583333333339,0.6756583333333339,0.6756583333333339,0.6756583333333339
0.4099999999999999,0.3959049999999999,0.6825000000000006,0.6825000000000006,0.6825000000000006,0.6825000000000006
0.4089999999999999,0.3959067062499999,0.6893250000000006,0.6893250000000006,0.6893250000000006,0.6893250000000006
0.4079999999999999,0.3959084083333332,0.6961333333333338,0.6961333333333338,0.6961333333333338,0.6961333333333338
0.4069999999999999,0.3959101062499999,0.7029250000000006,0.7029250000000006,0.7029250000000006,0.7029250000000006
0.4059999999999999,0.39591179999999987,0.7097000000000007,0.7097000000000007,0.7097000000000007,0.7097000000000007
0.4049999999999999,0.3959134895833332,0.7164583333333341,0.7164583333333341,0.7164583333333341,0.7164583333333341
0.4039999999999999,0.3959151749999999,0.7232000000000005,0.7232000000000005,0.7232000000000005,0.7232000000000005
0.4029999999999999,0.39591685624999984,0.7299250000000005,0.7299250000000005,0.7299250000000005,0.7299250000000005
0.4019999999999999,0.3959185333333332,0.7366333333333339,0.7366333333333339,0.7366333333333339,0.7366333333333339
0.4009999999999999,0.39592020624999985,0.7433250000000008,0.7433250000000008,0.7433250000000008,0.7433250000000008
0.3999999999999999,0.39592187499999987,0.7499999999999998,0.7500000000000007,0.7500000000000007,0.7500000000000007
0.3989999999999999,0.3959235395833332,0.7500016645833331,0.756658333333334,0.756658333333334,0.756658333333334
0.3979999999999999,0.39592519999999987,0.7500033249999998,0.7633000000000006,0.7633000000000006,0.7633000000000006
0.3969999999999999,0.3959268562499999,0.7500049812499997,0.7699250000000007,0.7699250000000007,0.7699250000000007
0.3959999999999999,0.3959285083333332,0.7500066333333331,0.776533333333334,0.776533333333334,0.776533333333334
0.3949999999999999,0.39593015624999983,0.7500082812499999,0.7831250000000007,0.7831250000000007,0.7831250000000007
0.3939999999999999,0.3959317999999999,0.7500099249999999,0.7897000000000006,0.7897000000000006,0.7897000000000006
0.3929999999999999,0.39593343958333316,0.7500115645833332,0.7962583333333341,0.7962583333333341,0.7962583333333341
0.3919999999999999,0.39593507499999986,0.7500131999999997,0.8028000000000008,0.8028000000000008,0.8028000000000008
0.3909999999999999,0.3959367062499999,0.7500148312499997,0.8093250000000006,0.8093250000000006,0.8093250000000006
0.3899999999999999,0.3959383333333332,0.7500164583333331,0.815833333333334,0.815833333333334,0.815833333333334
0.3889999999999999,0.39593995624999984,0.7500180812499997,0.8223250000000006,0.8223250000000006,0.8223250000000006
0.3879999999999999,0.3959415749999999,0.7500196999999997,0.8288000000000006,0.8288000000000006,0.8288000000000006
0.3869999999999999,0.3959431895833332,0.750021314583333,0.835258333333334,0.835258333333334,0.835258333333334
0.3859999999999999,0.3959447999999999,0.7500229249999998,0.8417000000000006,0.8417000000000006,0.8417000000000006
0.3849999999999999,0.3959464062499999,0.7500245312499998,0.8481250000000008,0.8481250000000008,0.8481250000000008
0.3839999999999999,0.3959480083333332,0.7500261333333331,0.854533333333334,0.854533333333334,0.854533333333334
0.3829999999999999,0.39594960624999986,0.7500277312499998,0.8609250000000006,0.8609250000000006,0.8609250000000006
0.3819999999999999,0.3959511999999999,0.7500293249999997,0.8673000000000007,0.8673000000000007,0.8673000000000007
0.3809999999999999,0.39595278958333324,0.750030914583333,0.873658333333334,0.873658333333334,0.873658333333334
0.3799999999999999,0.39595437499999986,0.7500324999999998,0.8800000000000008,0.8800000000000008,0.8800000000000008
0.3789999999999999,0.3959559562499999,0.7500340812499998,0.8863250000000008,0.8863250000000008,0.8863250000000008
0.3779999999999999,0.3959575333333332,0.7500356583333331,0.892633333333334,0.892633333333334,0.892633333333334
0.3769999999999999,0.39595910624999986,0.7500372312499998,0.8989250000000008,0.8989250000000008,0.8989250000000008
0.3759999999999999,0.3959606749999999,0.7500387999999998,0.9052000000000008,0.9052000000000008,0.9052000000000008
0.3749999999999999,0.3959622395833332,0.7500403645833331,0.9114583333333341,0.9114583333333341,0.9114583333333341
0.3739999999999999,0.39596379999999987,0.7500419249999998,0.9177000000000007,0.9177000000000007,0.9177000000000007
0.3729999999999999,0.39596535624999984,0.7500434812499998,0.9239250000000008,0.9239250000000008,0.9239250000000008
0.3719999999999999,0.39596690833333326,0.750045033333333,0.930133333333334,0.930133333333334,0.930133333333334
0.3709999999999999,0.3959684562499999,0.7500465812499998,0.9363250000000009,0.9363250000000009,0.9363250000000009
0.3699999999999999,0.3959699999999999,0.7500481249999997,0.9425000000000008,0.9425000000000008,0.9425000000000008
0.3689999999999999,0.3959715395833332,0.7500496645833331,0.948658333333334,0.948658333333334,0.948658333333334
0.3679999999999999,0.39597307499999984,0.7500511999999998,0.9548000000000009,0.9548000000000009,0.9548000000000009
0.3669999999999999,0.3959746062499999,0.7500527312499997,0.9609250000000007,0.9609250000000007,0.9609250000000007
0.3659999999999999,0.3959761333333332,0.7500542583333332,0.9670333333333342,0.9670333333333342,0.9670333333333342
0.3649999999999999,0.39597765624999987,0.7500557812499997,0.9731250000000009,0.9731250000000009,0.9731250000000009
0.3639999999999999,0.3959791749999999,0.7500572999999998,0.9792000000000007,0.9792000000000007,0.9792000000000007
0.3629999999999999,0.3959806895833332,0.7500588145833331,0.9852583333333341,0.9852583333333341,0.9852583333333341
0.3619999999999999,0.3959821999999999,0.7500603249999998,0.9913000000000008,0.9913000000000008,0.9913000000000008
0.3609999999999999,0.3959837062499999,0.7500618312499997,0.9973250000000008,0.9973250000000008,0.9973250000000008
0.3599999999999999,0.3959852083333332,0.7500633333333331,1.003333333333334,1.003333333333334,1.003333333333334
0.3589999999999999,0.3959867062499999,0.7500648312499998,1.0093250000000007,1.0093250000000007,1.0093250000000007
0.3579999999999999,0.39598819999999985,0.7500663249999997,1.0153000000000008,1.0153000000000008,1.0153000000000008
0.3569999999999999,0.3959896895833332,0.7500678145833332,1.0212583333333343,1.0212583333333343,1.0212583333333343
0.35599999999999987,0.39599117499999986,0.7500692999999997,1.0272000000000008,1.0272000000000008,1.0272000000000008
0.35499999999999987,0.39599265624999985,0.7500707812499997,1.0331250000000007,1.0331250000000007,1.0331250000000007
0.35399999999999987,0.39599413333333316,0.7500722583333331,1.0390333333333341,1.0390333333333341,1.0390333333333341
0.35299999999999987,0.39599560624999985,0.7500737312499998,1.0449250000000008,1.0449250000000008,1.0449250000000008
0.35199999999999987,0.39599707499999987,0.7500751999999997,1.0508000000000008,1.0508000000000008,1.0508000000000008
0.35099999999999987,0.3959985395833332,0.750076664583333,1.0566583333333344,1.0566583333333344,1.0566583333333344
0.34999999999999987,0.3959999999999999,0.7500781249999998,1.0625,1.062500000000001,1.062500000000001
0.34899999999999987,0.3960014562499999,0.7500795812499998,1.06250145625,1.0683250000000009,1.0683250000000009
0.34799999999999986,0.39600290833333324,0.7500810333333331,1.0625029083333333,1.0741333333333343,1.0741333333333343
0.34699999999999986,0.39600435624999986,0.7500824812499997,1.06250435625,1.079925000000001,1.079925000000001
0.34599999999999986,0.3960057999999999,0.7500839249999998,1.0625058,1.0857000000000008,1.0857000000000008
0.34499999999999986,0.39600723958333317,0.7500853645833331,1.0625072395833333,1.091458333333334,1.091458333333334
0.34399999999999986,0.39600867499999987,0.7500867999999998,1.062508675,1.097200000000001,1.097200000000001
0.34299999999999986,0.3960101062499998,0.7500882312499998,1.06251010625,1.102925000000001,1.102925000000001
0.34199999999999986,0.39601153333333317,0.7500896583333331,1.0625115333333333,1.1086333333333342,1.1086333333333342
0.34099999999999986,0.3960129562499999,0.7500910812499998,1.06251295625,1.114325000000001,1.114325000000001
0.33999999999999986,0.3960143749999999,0.7500924999999997,1.062514375,1.120000000000001,1.120000000000001
0.33899999999999986,0.3960157895833332,0.7500939145833331,1.0625157895833333,1.1256583333333343,1.1256583333333343
0.33799999999999986,0.3960171999999999,0.7500953249999998,1.0625172,1.1313000000000009,1.1313000000000009
0.33699999999999986,0.3960186062499999,0.7500967312499998,1.06251860625,1.1369250000000009,1.1369250000000009
0.33599999999999985,0.39602000833333323,0.7500981333333331,1.0625200083333333,1.1425333333333343,1.1425333333333343
0.33499999999999985,0.3960214062499999,0.7500995312499997,1.06252140625,1.148125000000001,1.148125000000001
0.33399999999999985,0.3960227999999999,0.7501009249999998,1.0625228,1.1537000000000008,1.1537000000000008
0.33299999999999985,0.3960241895833332,0.7501023145833331,1.0625241895833333,1.1592583333333342,1.1592583333333342
0.33199999999999985,0.39602557499999985,0.7501036999999998,1.062525575,1.164800000000001,1.164800000000001
0.33099999999999985,0.3960269562499999,0.7501050812499997,1.06252695625,1.170325000000001,1.170325000000001
0.32999999999999985,0.3960283333333332,0.7501064583333331,1.0625283333333333,1.1758333333333344,1.1758333333333344
0.32899999999999985,0.3960297062499999,0.7501078312499998,1.0625297062499999,1.1813250000000008,1.1813250000000008
0.32799999999999985,0.3960310749999999,0.7501091999999997,1.062531075,1.186800000000001,1.186800000000001
0.32699999999999985,0.39603243958333323,0.750110564583333,1.0625324395833333,1.1922583333333343,1.1922583333333343
0.32599999999999985,0.3960337999999999,0.7501119249999997,1.0625338,1.1977000000000009,1.1977000000000009
0.32499999999999984,0.3960351562499999,0.7501132812499998,1.06253515625,1.2031250000000009,1.2031250000000009
0.32399999999999984,0.3960365083333332,0.7501146333333331,1.0625365083333334,1.2085333333333341,1.2085333333333341
0.32299999999999984,0.3960378562499999,0.7501159812499998,1.06253785625,1.213925000000001,1.213925000000001
0.32199999999999984,0.39603919999999987,0.7501173249999997,1.0625392,1.219300000000001,1.219300000000001
0.32099999999999984,0.3960405395833332,0.7501186645833331,1.0625405395833334,1.2246583333333343,1.2246583333333343
0.31999999999999984,0.3960418749999999,0.7501199999999997,1.062541875,1.230000000000001,1.230000000000001
0.31899999999999984,0.3960432062499999,0.7501213312499998,1.06254320625,1.2353250000000011,1.2353250000000011
0.31799999999999984,0.39604453333333317,0.7501226583333331,1.0625445333333332,1.2406333333333344,1.2406333333333344
0.31699999999999984,0.3960458562499999,0.7501239812499997,1.06254585625,1.245925000000001,1.245925000000001
0.31599999999999984,0.39604717499999986,0.7501252999999997,1.062547175,1.251200000000001,1.251200000000001
0.31499999999999984,0.3960484895833332,0.7501266145833331,1.0625484895833333,1.2564583333333343,1.2564583333333343
0.31399999999999983,0.3960497999999999,0.7501279249999997,1.0625498,1.261700000000001,1.261700000000001
0.31299999999999983,0.3960511062499999,0.7501292312499998,1.06255110625,1.266925000000001,1.266925000000001
0.31199999999999983,0.3960524083333332,0.7501305333333331,1.0625524083333333,1.2721333333333344,1.2721333333333344
0.31099999999999983,0.3960537062499999,0.7501318312499998,1.06255370625,1.277325000000001,1.277325000000001
0.30999999999999983,0.3960549999999999,0.7501331249999997,1.0625550000000001,1.2825000000000009,1.2825000000000009
0.30899999999999983,0.3960562895833332,0.7501344145833331,1.0625562895833334,1.2876583333333342,1.2876583333333342
0.30799999999999983,0.3960575749999999,0.7501356999999997,1.062557575,1.292800000000001,1.292800000000001
0.30699999999999983,0.39605885624999987,0.7501369812499997,1.06255885625,1.297925000000001,1.297925000000001
0.3059999999999998,0.39606013333333323,0.7501382583333331,1.0625601333333332,1.3030333333333344,1.3030333333333344
0.3049999999999998,0.39606140624999986,0.7501395312499998,1.06256140625,1.3081250000000009,1.3081250000000009
0.3039999999999998,0.39606267499999986,0.7501407999999998,1.062562675,1.313200000000001,1.313200000000001
0.3029999999999998,0.3960639395833332,0.7501420645833331,1.0625639395833333,1.3182583333333344,1.3182583333333344
0.3019999999999998,0.3960651999999999,0.7501433249999998,1.0625651999999999,1.323300000000001,1.323300000000001
0.3009999999999998,0.39606645624999987,0.7501445812499997,1.06256645625,1.328325000000001,1.328325000000001
0.2999999999999998,0.3960677083333332,0.7501458333333331,1.0625677083333334,1.3333333333333333,1.3333333333333341
0.2989999999999998,0.3960689562499999,0.7501470812499997,1.06256895625,1.33333458125,1.3383250000000009
0.2979999999999998,0.3960701999999999,0.7501483249999997,1.0625702000000001,1.333335825,1.343300000000001
0.2969999999999998,0.39607143958333324,0.7501495645833332,1.0625714395833332,1.3333370645833333,1.3482583333333342
0.2959999999999998,0.3960726749999999,0.7501507999999998,1.062572675,1.3333383,1.353200000000001
