r[m],sigma_0.05,sigma_0.1,sigma_0.15,sigma_0.2,sigma_0.25
0.22599999999999976,0.39614879999999986,0.7502269249999998,1.0626487999999998,1.333414425,1.5625238000000001
0.22499999999999976,0.3961497395833332,0.7502278645833331,1.0626497395833332,1.3334153645833333,1.5625247395833335
0.22399999999999975,0.39615067499999984,0.7502287999999998,1.062650675,1.3334162999999999,1.562525675
0.22299999999999975,0.3961516062499999,0.7502297312499998,1.06265160625,1.33341723125,1.56252660625
0.22199999999999975,0.39615253333333317,0.7502306583333331,1.0626525333333334,1.3334181583333333,1.5625275333333335
0.22099999999999975,0.39615345624999987,0.7502315812499998,1.06265345625,1.33341908125,1.56252845625
0.21999999999999975,0.3961543749999999,0.7502324999999997,1.062654375,1.33342,1.562529375
0.21899999999999975,0.39615528958333324,0.750233414583333,1.0626552895833334,1.3334209145833333,1.5625302895833333
0.21799999999999975,0.3961561999999999,0.7502343249999998,1.0626562,1.3334218249999998,1.5625312
0.21699999999999975,0.39615710624999984,0.7502352312499998,1.0626571062499999,1.33342273125,1.56253210625
0.21599999999999975,0.3961580083333332,0.750236133333333,1.0626580083333335,1.3334236333333334,1.5625330083333333
0.21499999999999975,0.3961589062499999,0.7502370312499997,1.06265890625,1.33342453125,1.5625339062499999
0.21399999999999975,0.39615979999999984,0.7502379249999998,1.0626598,1.3334254250000002,1.5625348
0.21299999999999975,0.39616068958333317,0.7502388145833331,1.0626606895833333,1.3334263145833334,1.562535689583333
0.21199999999999974,0.3961615749999999,0.7502396999999997,1.062661575,1.3334272,1.562536575
0.21099999999999974,0.3961624562499999,0.7502405812499997,1.06266245625,1.33342808125,1.5625374562499998
0.20999999999999974,0.3961633333333332,0.7502414583333331,1.0626633333333333,1.3334289583333332,1.5625383333333334
0.20899999999999974,0.3961642062499999,0.7502423312499997,1.06266420625,1.3334298312500001,1.56253920625
0.20799999999999974,0.39616507499999987,0.7502431999999998,1.062665075,1.3334307,1.562540075
0.20699999999999974,0.3961659395833332,0.750244064583333,1.0626659395833333,1.3334315645833332,1.5625409395833332
0.20599999999999974,0.3961667999999999,0.7502449249999998,1.0626668,1.3334324249999998,1.5625418
0.20499999999999974,0.39616765624999983,0.7502457812499997,1.06266765625,1.3334332812499998,1.56254265625
0.20399999999999974,0.3961685083333332,0.7502466333333331,1.0626685083333334,1.3334341333333335,1.5625435083333334
0.20299999999999974,0.3961693562499999,0.7502474812499997,1.06266935625,1.3334349812500002,1.56254435625
0.20199999999999974,0.3961701999999999,0.7502483249999997,1.0626702000000001,1.333435825,1.5625452
0.20099999999999973,0.3961710395833332,0.7502491645833331,1.0626710395833334,1.333436664583333,1.5625460395833333
0.19999999999999973,0.39617187499999984,0.7502499999999998,1.062671875,1.3334374999999998,1.562546875
0.19899999999999973,0.3961727062499999,0.7502508312499998,1.0626727062499999,1.33343833125,1.5625477062500002
0.19799999999999973,0.3961735333333332,0.7502516583333331,1.0626735333333333,1.3334391583333334,1.5625485333333333
0.19699999999999973,0.39617435624999986,0.7502524812499998,1.06267435625,1.33343998125,1.56254935625
0.19599999999999973,0.3961751749999999,0.7502532999999997,1.062675175,1.3334408,1.562550175
0.19499999999999973,0.3961759895833332,0.7502541145833331,1.0626759895833333,1.3334416145833332,1.5625509895833334
0.19399999999999973,0.3961767999999999,0.7502549249999998,1.0626768,1.333442425,1.5625518
0.19299999999999973,0.3961776062499999,0.7502557312499998,1.06267760625,1.33344323125,1.5625526062500001
0.19199999999999973,0.39617840833333323,0.7502565333333331,1.0626784083333334,1.3334440333333333,1.5625534083333332
0.19099999999999973,0.3961792062499999,0.7502573312499997,1.0626792062500001,1.33344483125,1.56255420625
0.18999999999999972,0.3961799999999999,0.7502581249999998,1.06268,1.333445625,1.562555
0.18899999999999972,0.3961807895833332,0.750258914583333,1.0626807895833332,1.3334464145833331,1.5625557895833333
0.18799999999999972,0.3961815749999999,0.7502596999999998,1.062681575,1.3334472,1.562556575
0.18699999999999972,0.39618235624999987,0.7502604812499997,1.06268235625,1.33344798125,1.56255735625
0.18599999999999972,0.3961831333333332,0.7502612583333331,1.0626831333333333,1.3334487583333332,1.5625581333333334
0.18499999999999972,0.3961839062499999,0.7502620312499997,1.06268390625,1.33344953125,1.56255890625
0.18399999999999972,0.3961846749999999,0.7502627999999998,1.0626846749999999,1.3334503,1.562559675
0.18299999999999972,0.39618543958333324,0.7502635645833331,1.0626854395833334,1.3334510645833333,1.5625604395833332
0.18199999999999972,0.3961861999999999,0.7502643249999997,1.0626862,1.333451825,1.5625612
0.18099999999999972,0.3961869562499999,0.7502650812499997,1.06268695625,1.33345258125,1.56256195625
0.17999999999999972,0.39618770833333317,0.7502658333333331,1.0626877083333333,1.3334533333333334,1.562562708333333
0.17899999999999971,0.3961884562499999,0.7502665812499997,1.06268845625,1.33345408125,1.56256345625
0.17799999999999971,0.3961891999999999,0.7502673249999997,1.0626892000000001,1.333454825,1.5625642
0.1769999999999997,0.3961899395833332,0.7502680645833331,1.0626899395833334,1.3334555645833333,1.5625649395833332
0.1759999999999997,0.3961906749999999,0.7502687999999997,1.062690675,1.3334563,1.5625656749999999
0.1749999999999997,0.3961914062499999,0.7502695312499997,1.06269140625,1.33345703125,1.56256640625
0.1739999999999997,0.3961921333333332,0.7502702583333332,1.0626921333333332,1.3334577583333331,1.5625671333333333
0.1729999999999997,0.3961928562499999,0.7502709812499997,1.06269285625,1.3334584812499999,1.5625678562499998
0.1719999999999997,0.39619357499999985,0.7502716999999998,1.062693575,1.3334592,1.562568575
0.1709999999999997,0.3961942895833332,0.7502724145833332,1.0626942895833333,1.3334599145833332,1.5625692895833334
0.1699999999999997,0.39619499999999985,0.7502731249999998,1.062695,1.333460625,1.56257
0.1689999999999997,0.39619570624999983,0.7502738312499998,1.06269570625,1.3334613312499999,1.56257070625
0.1679999999999997,0.3961964083333332,0.750274533333333,1.0626964083333332,1.3334620333333334,1.5625714083333333
0.1669999999999997,0.3961971062499999,0.7502752312499997,1.06269710625,1.3334627312499998,1.56257210625
0.1659999999999997,0.3961977999999999,0.7502759249999998,1.0626978,1.3334634250000001,1.5625727999999999
0.1649999999999997,0.3961984895833332,0.7502766145833331,1.0626984895833333,1.3334641145833332,1.5625734895833332
0.1639999999999997,0.39619917499999985,0.7502772999999998,1.0626991749999999,1.3334647999999998,1.562574175
0.1629999999999997,0.39619985624999987,0.7502779812499997,1.06269985625,1.33346548125,1.56257485625
0.1619999999999997,0.3962005333333332,0.7502786583333331,1.0627005333333333,1.3334661583333334,1.5625755333333333
0.1609999999999997,0.3962012062499999,0.7502793312499997,1.06270120625,1.33346683125,1.56257620625
0.1599999999999997,0.39620187499999987,0.7502799999999998,1.062701875,1.3334675,1.562576875
0.1589999999999997,0.39620253958333324,0.7502806645833331,1.0627025395833334,1.3334681645833333,1.5625775395833335
0.1579999999999997,0.39620319999999987,0.7502813249999998,1.0627032,1.333468825,1.5625782000000001
0.1569999999999997,0.3962038562499999,0.7502819812499998,1.06270385625,1.3334694812499999,1.56257885625
0.1559999999999997,0.3962045083333332,0.7502826333333331,1.0627045083333333,1.3334701333333332,1.5625795083333334
0.1549999999999997,0.39620515624999986,0.7502832812499997,1.06270515625,1.33347078125,1.56258015625
0.1539999999999997,0.3962057999999999,0.7502839249999997,1.0627058,1.333471425,1.5625807999999999
0.1529999999999997,0.39620643958333324,0.7502845645833331,1.0627064395833332,1.3334720645833333,1.5625814395833333
0.1519999999999997,0.39620707499999985,0.7502851999999998,1.062707075,1.3334727000000002,1.562582075
0.1509999999999997,0.3962077062499999,0.7502858312499998,1.0627077062499999,1.33347333125,1.5625827062500002
0.1499999999999997,0.3962083333333332,0.7502864583333331,1.0627083333333334,1.3334739583333333,1.5625833333333332
0.1489999999999997,0.39620895624999986,0.7502870812499997,1.06270895625,1.33347458125,1.56258395625
0.1479999999999997,0.39620957499999987,0.7502876999999998,1.062709575,1.3334751999999999,1.562584575
0.1469999999999997,0.3962101895833332,0.7502883145833331,1.0627101895833333,1.3334758145833334,1.5625851895833334
0.14599999999999969,0.39621079999999986,0.7502889249999998,1.0627108,1.333476425,1.5625858000000001
0.14499999999999968,0.3962114062499999,0.7502895312499998,1.06271140625,1.33347703125,1.56258640625
0.14399999999999968,0.3962120083333332,0.7502901333333332,1.0627120083333332,1.3334776333333334,1.5625870083333333
0.14299999999999968,0.3962126062499999,0.7502907312499997,1.06271260625,1.33347823125,1.56258760625
0.14199999999999968,0.3962131999999999,0.7502913249999997,1.0627132,1.333478825,1.5625882
0.14099999999999968,0.3962137895833332,0.7502919145833331,1.0627137895833334,1.3334794145833333,1.5625887895833332
0.13999999999999968,0.39621437499999984,0.7502924999999998,1.0627143749999999,1.3334799999999998,1.562589375
0.13899999999999968,0.39621495624999986,0.7502930812499997,1.06271495625,1.3334805812500001,1.56258995625
0.13799999999999968,0.3962155333333332,0.7502936583333332,1.0627155333333334,1.3334811583333335,1.5625905333333332
0.13699999999999968,0.39621610624999987,0.7502942312499997,1.06271610625,1.33348173125,1.56259110625
0.13599999999999968,0.39621667499999985,0.7502947999999997,1.0627166749999999,1.3334823,1.562591675
0.13499999999999968,0.3962172395833332,0.7502953645833331,1.0627172395833333,1.3334828645833334,1.5625922395833332
0.13399999999999967,0.39621779999999984,0.7502959249999998,1.0627178,1.333483425,1.5625928
0.13299999999999967,0.39621835624999985,0.7502964812499998,1.06271835625,1.3334839812500001,1.5625933562499998
0.13199999999999967,0.39621890833333323,0.7502970333333331,1.0627189083333333,1.3334845333333334,1.5625939083333333
0.13099999999999967,0.3962194562499999,0.7502975812499997,1.06271945625,1.33348508125,1.56259445625
0.12999999999999967,0.39621999999999985,0.7502981249999998,1.0627199999999999,1.3334856249999998,1.562595
0.12899999999999967,0.3962205395833332,0.750298664583333,1.0627205395833332,1.3334861645833334,1.5625955395833333
0.12799999999999967,0.39622107499999987,0.7502991999999997,1.062721075,1.3334867,1.5625960749999999
0.12699999999999967,0.3962216062499999,0.7502997312499997,1.06272160625,1.3334872312500001,1.56259660625
0.12599999999999967,0.3962221333333332,0.750300258333333,1.0627221333333334,1.3334877583333333,1.5625971333333333
0.12499999999999967,0.39622265624999986,0.7503007812499998,1.06272265625,1.33348828125,1.56259765625
0.12399999999999967,0.3962231749999999,0.7503012999999998,1.062723175,1.3334888,1.5625981750000002
0.12299999999999967,0.39622368958333326,0.7503018145833331,1.0627236895833334,1.3334893145833333,1.5625986895833333
0.12199999999999966,0.39622419999999986,0.7503023249999997,1.0627242,1.333489825,1.5625992
0.12099999999999966,0.3962247062499999,0.7503028312499997,1.06272470625,1.3334903312500002,1.56259970625
0.11999999999999966,0.3962252083333332,0.7503033333333331,1.0627252083333332,1.3334908333333333,1.5626002083333332
0.11899999999999966,0.3962257062499999,0.7503038312499998,1.06272570625,1.3334913312499999,1.56260070625
0.11799999999999966,0.3962261999999999,0.7503043249999998,1.0627262,1.3334918249999999,1.5626012
0.11699999999999966,0.3962266895833332,0.7503048145833331,1.0627266895833334,1.3334923145833333,1.5626016895833332
0.11599999999999966,0.3962271749999999,0.7503052999999997,1.062727175,1.3334928,1.5626021749999999
0.11499999999999966,0.3962276562499999,0.7503057812499997,1.06272765625,1.33349328125,1.56260265625
0.11399999999999966,0.39622813333333323,0.7503062583333331,1.0627281333333334,1.3334937583333333,1.5626031333333332
0.11299999999999966,0.3962286062499999,0.7503067312499997,1.06272860625,1.33349423125,1.56260360625
0.11199999999999966,0.3962290749999999,0.7503071999999997,1.062729075,1.3334947,1.5626040749999999
0.11099999999999965,0.39622953958333323,0.7503076645833331,1.0627295395833334,1.3334951645833333,1.5626045395833332
0.10999999999999965,0.3962299999999999,0.7503081249999998,1.06273,1.333495625,1.562605
0.10899999999999965,0.39623045624999986,0.7503085812499998,1.06273045625,1.33349608125,1.56260545625
0.10799999999999965,0.3962309083333332,0.750309033333333,1.0627309083333334,1.3334965333333333,1.5626059083333332
0.10699999999999965,0.39623135624999983,0.7503094812499997,1.06273135625,1.33349698125,1.56260635625
0.10599999999999965,0.39623179999999986,0.7503099249999998,1.0627318,1.333497425,1.5626068
0.10499999999999965,0.3962322395833332,0.7503103645833331,1.0627322395833332,1.3334978645833333,1.5626072395833333
0.10399999999999965,0.3962326749999999,0.7503107999999997,1.0627326750000001,1.3334983,1.562607675
0.10299999999999965,0.39623310624999986,0.7503112312499998,1.06273310625,1.33349873125,1.56260810625
0.10199999999999965,0.3962335333333332,0.750311658333333,1.0627335333333334,1.3334991583333333,1.5626085333333333
0.10099999999999965,0.39623395624999985,0.7503120812499997,1.06273395625,1.33349958125,1.5626089562499998
0.09999999999999964,0.39623437499999986,0.7503124999999997,1.062734375,1.3335000000000001,1.562609375
0.09899999999999964,0.39623478958333325,0.750312914583333,1.0627347895833335,1.3335004145833333,1.5626097895833333
0.09799999999999964,0.39623519999999984,0.7503133249999998,1.0627351999999999,1.3335008249999998,1.5626102
0.09699999999999964,0.39623560624999987,0.7503137312499998,1.06273560625,1.33350123125,1.56261060625
0.09599999999999964,0.3962360083333332,0.7503141333333331,1.0627360083333333,1.3335016333333334,1.5626110083333333
0.09499999999999964,0.3962364062499999,0.7503145312499998,1.06273640625,1.3335020312499999,1.56261140625
0.09399999999999964,0.3962367999999999,0.7503149249999997,1.0627368000000001,1.3335024249999998,1.5626118
0.09299999999999964,0.3962371895833332,0.750315314583333,1.0627371895833333,1.3335028145833334,1.5626121895833334
0.09199999999999964,0.3962375749999999,0.7503156999999998,1.0627375749999999,1.3335032,1.562612575
0.09099999999999964,0.3962379562499999,0.7503160812499998,1.06273795625,1.33350358125,1.56261295625
0.08999999999999964,0.3962383333333332,0.7503164583333332,1.0627383333333333,1.3335039583333335,1.5626133333333332
0.08899999999999963,0.3962387062499999,0.7503168312499998,1.06273870625,1.3335043312500001,1.56261370625
0.08799999999999963,0.3962390749999999,0.7503171999999998,1.062739075,1.3335047,1.562614075
0.08699999999999963,0.3962394395833332,0.7503175645833331,1.0627394395833334,1.3335050645833335,1.5626144395833332
0.08599999999999963,0.39623979999999986,0.7503179249999997,1.0627398,1.3335054249999998,1.5626148
0.08499999999999963,0.3962401562499999,0.7503182812499998,1.06274015625,1.33350578125,1.5626151562500001
0.08399999999999963,0.39624050833333324,0.750318633333333,1.0627405083333334,1.3335061333333333,1.5626155083333333
0.08299999999999963,0.3962408562499999,0.7503189812499999,1.06274085625,1.3335064812500002,1.5626158562499999
0.08199999999999963,0.39624119999999985,0.7503193249999998,1.0627412,1.333506825,1.5626162000000001
0.08099999999999963,0.39624153958333325,0.7503196645833331,1.0627415395833333,1.3335071645833334,1.5626165395833334
0.07999999999999963,0.39624187499999985,0.7503199999999998,1.062741875,1.3335075,1.562616875
0.07899999999999963,0.3962422062499999,0.7503203312499998,1.06274220625,1.33350783125,1.56261720625
0.07799999999999963,0.3962425333333332,0.7503206583333331,1.0627425333333334,1.3335081583333335,1.5626175333333334
0.07699999999999962,0.3962428562499999,0.7503209812499997,1.06274285625,1.33350848125,1.56261785625
0.07599999999999962,0.39624317499999984,0.7503212999999997,1.062743175,1.3335088,1.562618175
0.07499999999999962,0.3962434895833332,0.7503216145833331,1.0627434895833332,1.3335091145833333,1.5626184895833333
0.07399999999999962,0.39624379999999987,0.7503219249999997,1.0627438,1.333509425,1.5626187999999999
0.07299999999999962,0.3962441062499999,0.7503222312499997,1.06274410625,1.33350973125,1.5626191062500001
0.07199999999999962,0.3962444083333332,0.7503225333333331,1.0627444083333333,1.3335100333333334,1.5626194083333333
0.07099999999999962,0.3962447062499999,0.7503228312499998,1.06274470625,1.33351033125,1.56261970625
0.06999999999999962,0.39624499999999985,0.7503231249999998,1.062745,1.333510625,1.56262
0.06899999999999962,0.3962452895833332,0.7503234145833331,1.0627452895833334,1.3335109145833333,1.5626202895833332
0.06799999999999962,0.3962455749999999,0.7503236999999997,1.062745575,1.3335112,1.562620575
0.06699999999999962,0.3962458562499999,0.7503239812499998,1.06274585625,1.33351148125,1.56262085625
0.06599999999999961,0.39624613333333325,0.750324258333333,1.0627461333333332,1.3335117583333334,1.5626211333333333
0.06499999999999961,0.39624640624999985,0.7503245312499998,1.06274640625,1.33351203125,1.56262140625
0.06399999999999961,0.3962466749999999,0.7503247999999998,1.062746675,1.3335123,1.562621675
0.06299999999999961,0.39624693958333324,0.750325064583333,1.0627469395833333,1.3335125645833334,1.5626219395833334
0.06199999999999961,0.39624719999999986,0.7503253249999998,1.0627472,1.333512825,1.5626222
0.06099999999999961,0.3962474562499999,0.7503255812499997,1.06274745625,1.33351308125,1.56262245625
0.05999999999999961,0.3962477083333332,0.7503258333333331,1.0627477083333332,1.3335133333333333,1.5626227083333333
0.05899999999999961,0.39624795624999987,0.7503260812499998,1.06274795625,1.3335135812499999,1.56262295625
0.05799999999999961,0.3962481999999999,0.7503263249999997,1.0627482000000001,1.333513825,1.5626232
0.05699999999999961,0.3962484395833332,0.750326564583333,1.0627484395833333,1.3335140645833334,1.5626234395833334
0.055999999999999606,0.3962486749999999,0.7503267999999997,1.062748675,1.3335143,1.562623675
0.054999999999999605,0.39624890624999987,0.7503270312499998,1.06274890625,1.33351453125,1.56262390625
0.053999999999999604,0.39624913333333317,0.7503272583333331,1.0627491333333332,1.3335147583333333,1.5626241333333333
0.0529999999999996,0.3962493562499999,0.7503274812499998,1.0627493562499999,1.33351498125,1.5626243562500002
0.0519999999999996,0.39624957499999985,0.7503276999999997,1.062749575,1.3335152000000001,1.562624575
0.0509999999999996,0.3962497895833332,0.750327914583333,1.0627497895833333,1.3335154145833332,1.5626247895833332
0.0499999999999996,0.3962499999999999,0.7503281249999998,1.06275,1.333515625,1.562625
0.0489999999999996,0.39625020624999985,0.7503283312499998,1.06275020625,1.33351583125,1.5626252062500001
0.0479999999999996,0.39625040833333325,0.750328533333333,1.0627504083333335,1.3335160333333334,1.5626254083333333
0.0469999999999996,0.39625060624999986,0.7503287312499997,1.06275060625,1.33351623125,1.56262560625
0.0459999999999996,0.3962507999999999,0.7503289249999998,1.0627507999999999,1.333516425,1.5626258
0.044999999999999596,0.3962509895833332,0.7503291145833332,1.0627509895833334,1.3335166145833335,1.5626259895833332
0.043999999999999595,0.3962511749999999,0.7503292999999998,1.062751175,1.3335168,1.562626175
0.042999999999999594,0.39625135624999985,0.7503294812499997,1.06275135625,1.33351698125,1.56262635625
0.04199999999999959,0.39625153333333324,0.7503296583333331,1.0627515333333333,1.3335171583333334,1.5626265333333333
0.04099999999999959,0.3962517062499999,0.7503298312499997,1.06275170625,1.33351733125,1.56262670625
0.03999999999999959,0.39625187499999986,0.7503299999999997,1.062751875,1.3335175,1.5626268749999999
0.03899999999999959,0.3962520395833332,0.7503301645833331,1.0627520395833332,1.3335176645833333,1.5626270395833333
0.03799999999999959,0.3962521999999999,0.7503303249999997,1.0627522,1.3335178250000002,1.5626272
0.03699999999999959,0.3962523562499999,0.7503304812499998,1.0627523562499999,1.33351798125,1.5626273562500002
0.03599999999999959,0.3962525083333332,0.750330633333333,1.0627525083333333,1.3335181333333332,1.5626275083333332
0.03499999999999959,0.3962526562499999,0.7503307812499997,1.06275265625,1.3335182812500002,1.56262765625
0.033999999999999586,0.3962527999999999,0.7503309249999998,1.0627528,1.333518425,1.5626278
0.032999999999999585,0.39625293958333324,0.7503310645833331,1.0627529395833333,1.3335185645833334,1.5626279395833333
0.031999999999999584,0.3962530749999999,0.7503311999999998,1.0627530749999998,1.3335187,1.562628075
0.030999999999999583,0.3962532062499999,0.7503313312499997,1.06275320625,1.33351883125,1.56262820625
0.029999999999999583,0.39625333333333324,0.7503314583333331,1.0627533333333332,1.3335189583333333,1.5626283333333333
0.02899999999999958,0.3962534562499999,0.7503315812499998,1.06275345625,1.33351908125,1.56262845625
0.02799999999999958,0.3962535749999999,0.7503316999999998,1.062753575,1.3335192,1.5626285750000002
0.02699999999999958,0.39625368958333324,0.7503318145833331,1.0627536895833334,1.3335193145833335,1.5626286895833335
0.02599999999999958,0.3962537999999999,0.7503319249999998,1.0627538,1.333519425,1.5626288
0.024999999999999578,0.3962539062499999,0.7503320312499998,1.06275390625,1.3335195312500001,1.56262890625
0.023999999999999577,0.3962540083333332,0.750332133333333,1.0627540083333333,1.3335196333333332,1.5626290083333332
0.022999999999999576,0.39625410624999985,0.7503322312499997,1.0627541062499999,1.33351973125,1.56262910625
0.021999999999999575,0.39625419999999983,0.7503323249999998,1.0627541999999999,1.333519825,1.5626292
0.020999999999999575,0.3962542895833332,0.7503324145833331,1.0627542895833333,1.3335199145833334,1.5626292895833334
0.019999999999999574,0.3962543749999999,0.7503324999999997,1.062754375,1.33352,1.562629375
0.018999999999999573,0.39625445624999983,0.7503325812499998,1.06275445625,1.33352008125,1.56262945625
0.017999999999999572,0.3962545333333332,0.7503326583333331,1.0627545333333335,1.3335201583333334,1.5626295333333333
0.01699999999999957,0.39625460624999986,0.7503327312499998,1.06275460625,1.3335202312499999,1.56262960625
0.01599999999999957,0.3962546749999999,0.7503327999999997,1.062754675,1.3335203,1.562629675
0.01499999999999957,0.3962547395833332,0.7503328645833331,1.0627547395833332,1.3335203645833333,1.5626297395833333
0.013999999999999568,0.39625479999999985,0.7503329249999998,1.0627548,1.333520425,1.5626298
0.012999999999999567,0.39625485624999984,0.7503329812499997,1.06275485625,1.33352048125,1.5626298562499998
0.011999999999999567,0.3962549083333332,0.7503330333333331,1.0627549083333334,1.3335205333333335,1.5626299083333333
0.010999999999999566,0.3962549562499999,0.7503330812499998,1.06275495625,1.33352058125,1.56262995625
0.009999999999999565,0.3962549999999999,0.7503331249999997,1.0627550000000001,1.3335206249999998,1.56263
0.008999999999999564,0.3962550395833332,0.7503331645833331,1.0627550395833332,1.3335206645833333,1.5626300395833332
0.007999999999999563,0.3962550749999999,0.7503331999999998,1.0627550749999999,1.3335207,1.5626300750000002
0.006999999999999563,0.3962551062499999,0.7503332312499997,1.06275510625,1.3335207312500001,1.56263010625
0.005999999999999563,0.3962551333333332,0.7503332583333331,1.0627551333333334,1.3335207583333333,1.5626301333333332
0.004999999999999563,0.39625515624999985,0.7503332812499997,1.06275515625,1.3335207812499998,1.5626301562499998
0.003999999999999563,0.39625517499999985,0.7503332999999998,1.062755175,1.3335207999999998,1.562630175
0.002999999999999563,0.3962551895833332,0.7503333145833331,1.0627551895833334,1.3335208145833335,1.5626301895833334
0.001999999999999563,0.39625519999999986,0.7503333249999997,1.0627552,1.3335208250000001,1.5626302
